user_id,sign_up_date,plan_type,ab_test_group
1349,2024-01-27,Free,B
1350,2024-02-05,Free,B
1351,2024-02-14,Free,B
1352,2024-01-01,Free,A
1353,2024-02-28,Free,A
1354,2024-02-12,Free,B
1355,2024-01-06,Free,A
1356,2024-01-07,Free,B
1357,2024-01-30,Free,B
1358,2024-01-04,Free,A
1359,2024-02-25,Free,A
1360,2024-01-24,Free,B
1361,2024-01-08,Free,A
1362,2024-02-26,Paid,A
1363,2024-01-09,Free,A
1364,2024-02-27,Free,B
1365,2024-01-18,Free,A
1366,2024-01-22,Free,A
1367,2024-01-26,Free,B
1368,2024-01-25,Free,B
1369,2024-02-11,Free,A
1370,2024-02-14,Free,A
1371,2024-02-24,Free,A
1372,2024-02-28,Free,B
1373,2024-02-13,Free,B
1374,2024-01-25,Free,B
1375,2024-02-25,Free,A
1376,2024-02-01,Free,A
1377,2024-01-29,Free,A
1378,2024-02-11,Paid,B
1379,2024-02-25,Free,A
1380,2024-02-12,Free,B
1381,2024-02-14,Free,A
1382,2024-02-16,Free,A
1383,2024-02-12,Free,B
1384,2024-02-22,Paid,A
1385,2024-02-29,Free,A
1386,2024-01-31,Free,B
1387,2024-01-05,Free,B
1388,2024-01-22,Free,B
1389,2024-01-15,Free,B
1390,2024-01-16,Free,A
1391,2024-02-21,Free,B
1392,2024-02-01,Free,B
1393,2024-02-01,Free,A
1394,2024-01-27,Free,A
1395,2024-01-01,Free,A
1396,2024-02-09,Free,B
1397,2024-02-05,Free,A
1398,2024-01-30,Free,B
1399,2024-01-04,Free,A
1400,2024-01-22,Free,B
1401,2024-01-24,Free,B
1402,2024-02-18,Paid,A
1403,2024-01-23,Free,B
1404,2024-01-24,Paid,A
1405,2024-01-11,Free,B
1406,2024-02-15,Free,B
1407,2024-02-09,Free,A
1408,2024-02-29,Free,B
1409,2024-02-22,Free,A
1410,2024-01-07,Paid,B
1411,2024-02-10,Free,A
1412,2024-01-29,Free,B
1413,2024-02-02,Free,A
1414,2024-01-01,Free,A
1415,2024-01-28,Free,B
1416,2024-02-19,Free,A
1417,2024-01-12,Free,A
1418,2024-02-12,Free,B
1419,2024-01-25,Free,B
1420,2024-02-28,Free,A
1421,2024-01-22,Free,B
1422,2024-01-09,Free,A
1423,2024-02-14,Free,B
1424,2024-02-05,Free,B
1425,2024-02-29,Free,A
1426,2024-02-09,Free,B
1427,2024-02-28,Free,A
1428,2024-02-11,Free,A
1429,2024-02-14,Free,B
1430,2024-02-18,Free,B
1431,2024-02-07,Free,B
1432,2024-02-27,Free,B
1433,2024-01-28,Free,A
1434,2024-01-02,Free,B
1435,2024-02-12,Free,A
1436,2024-02-18,Free,A
1437,2024-02-13,Free,B
1438,2024-01-04,Free,B
1439,2024-02-04,Free,A
1440,2024-01-29,Free,A
1441,2024-02-13,Free,A
1442,2024-02-05,Free,B
1443,2024-02-20,Free,B
1444,2024-01-04,Free,B
1445,2024-02-20,Free,B
1446,2024-01-04,Free,A
1447,2024-01-13,Free,B
1448,2024-02-28,Free,B
1449,2024-02-04,Free,A
1450,2024-01-13,Free,B
1451,2024-02-13,Free,A
1452,2024-01-12,Free,A
1453,2024-01-28,Free,B
1454,2024-01-09,Free,A
1455,2024-01-17,Free,A
1456,2024-02-15,Paid,A
1457,2024-02-29,Free,B
1458,2024-02-19,Free,B
1459,2024-02-06,Free,B
1460,2024-02-15,Free,B
1461,2024-01-12,Free,A
1462,2024-01-11,Free,B
1463,2024-01-26,Free,A
1464,2024-02-26,Free,A
1465,2024-01-22,Free,B
1466,2024-02-18,Free,B
1467,2024-02-22,Free,A
1468,2024-01-23,Free,B
1469,2024-02-11,Free,A
1470,2024-02-13,Free,B
1471,2024-02-20,Free,A
1472,2024-02-04,Paid,B
1473,2024-02-03,Free,B
1474,2024-02-02,Free,B
1475,2024-01-19,Free,A
1476,2024-01-06,Free,A
1477,2024-02-19,Free,A
1478,2024-01-14,Free,A
1479,2024-01-28,Free,A
1480,2024-02-23,Free,B
1481,2024-01-05,Paid,A
1482,2024-02-15,Paid,B
1483,2024-01-05,Free,A
1484,2024-01-17,Free,A
1485,2024-01-15,Free,B
1486,2024-01-29,Free,B
1487,2024-01-02,Free,B
1488,2024-02-04,Free,A
1489,2024-02-09,Free,A
1490,2024-02-07,Free,A
1491,2024-01-05,Free,B
1492,2024-01-07,Free,B
1493,2024-01-20,Free,A
1494,2024-02-29,Free,B
1495,2024-02-22,Free,A
1496,2024-02-04,Free,A
1497,2024-01-26,Free,B
1498,2024-01-10,Free,B
1499,2024-02-28,Free,B
1500,2024-01-01,Free,A
1501,2024-01-01,Free,B
1502,2024-01-06,Free,B
1503,2024-02-17,Free,B
1504,2024-02-27,Free,A
1505,2024-01-15,Free,B
1506,2024-01-12,Free,A
1507,2024-02-29,Free,B
1508,2024-01-05,Free,B
1509,2024-01-17,Free,A
1510,2024-02-07,Free,B
1511,2024-01-23,Free,A
1512,2024-01-16,Free,A
1513,2024-01-05,Free,A
1514,2024-01-29,Free,B
1515,2024-01-20,Free,A
1516,2024-01-24,Free,B
1517,2024-01-11,Free,A
1518,2024-02-20,Free,A
1519,2024-02-11,Free,B
1520,2024-01-24,Free,A
1521,2024-01-22,Free,B
1522,2024-01-23,Free,B
1523,2024-01-07,Free,A
1524,2024-01-06,Free,B
1525,2024-01-09,Free,A
1526,2024-02-26,Free,A
1527,2024-02-27,Free,A
1528,2024-02-10,Free,A
1529,2024-02-07,Free,B
1530,2024-01-14,Free,A
1531,2024-02-04,Free,B
1532,2024-01-10,Free,B
1533,2024-02-27,Free,B
1534,2024-02-02,Free,A
1535,2024-02-02,Free,A
1536,2024-02-24,Free,A
1537,2024-01-09,Free,B
1538,2024-02-06,Free,A
1539,2024-01-31,Paid,B
1540,2024-02-18,Free,B
1541,2024-01-17,Free,B
1542,2024-02-12,Free,A
1543,2024-02-20,Free,B
1544,2024-02-28,Free,B
1545,2024-01-03,Free,B
1546,2024-02-03,Free,B
1547,2024-01-17,Free,A
1548,2024-01-25,Free,B
1549,2024-02-27,Free,A
1550,2024-01-25,Free,A
1551,2024-01-23,Free,B
1552,2024-01-31,Free,A
1553,2024-01-09,Free,B
1554,2024-01-05,Free,B
1555,2024-01-12,Free,A
1556,2024-02-15,Free,A
1557,2024-01-27,Free,B
1558,2024-01-31,Free,B
1559,2024-02-07,Free,A
1560,2024-01-27,Free,A
1561,2024-01-09,Free,A
1562,2024-02-02,Free,A
1563,2024-01-10,Free,A
1564,2024-02-29,Free,A
1565,2024-01-26,Free,A
1566,2024-02-16,Free,B
1567,2024-01-14,Free,B
1568,2024-01-31,Free,B
1569,2024-02-23,Free,B
1570,2024-02-20,Free,A
1571,2024-02-02,Free,B
1572,2024-02-13,Free,B
1573,2024-02-08,Free,A
1574,2024-01-25,Free,A
1575,2024-01-13,Free,B
1576,2024-02-08,Free,A
1577,2024-02-27,Free,A
1578,2024-02-04,Free,A
1579,2024-02-12,Free,A
1580,2024-02-04,Free,A
1581,2024-02-19,Free,B
1582,2024-01-24,Free,A
1583,2024-01-28,Free,A
1584,2024-01-31,Free,B
1585,2024-02-21,Free,A
1586,2024-01-17,Free,B
1587,2024-02-28,Free,A
1588,2024-02-26,Free,B
1589,2024-01-01,Free,A
1590,2024-01-08,Free,A
1591,2024-01-14,Free,B
1592,2024-01-07,Free,A
1593,2024-02-07,Free,B
1594,2024-02-04,Free,B
1595,2024-02-09,Free,B
1596,2024-01-26,Free,A
1597,2024-02-20,Free,B
1598,2024-02-05,Free,B
1599,2024-01-20,Free,B
1600,2024-01-26,Free,A
1601,2024-02-12,Free,A
1602,2024-01-29,Free,A
1603,2024-02-02,Free,B
1604,2024-02-21,Free,A
1605,2024-02-10,Free,A
1606,2024-02-22,Free,A
1607,2024-02-08,Free,B
1608,2024-01-17,Free,A
1609,2024-02-08,Free,A
1610,2024-02-29,Free,B
1611,2024-02-03,Free,B
1612,2024-02-08,Free,A
1613,2024-02-22,Free,A
1614,2024-01-29,Free,A
1615,2024-02-12,Free,B
1616,2024-02-20,Free,A
1617,2024-02-13,Free,A
1618,2024-02-11,Free,A
1619,2024-01-06,Free,B
1620,2024-01-23,Free,B
1621,2024-01-13,Free,A
1622,2024-01-05,Free,A
1623,2024-02-16,Free,B
1624,2024-02-22,Free,B
1625,2024-01-13,Free,B
1626,2024-02-06,Free,A
1627,2024-01-27,Free,A
1628,2024-02-02,Free,B
1629,2024-01-08,Free,B
1630,2024-02-22,Free,B
1631,2024-01-25,Free,B
1632,2024-02-18,Free,B
1633,2024-01-30,Free,B
1634,2024-02-25,Free,A
1635,2024-01-17,Free,A
1636,2024-02-20,Free,A
1637,2024-01-15,Free,B
1638,2024-01-23,Free,A
1639,2024-01-17,Free,A
1640,2024-01-26,Free,B
1641,2024-02-29,Free,A
1642,2024-01-23,Free,A
1643,2024-01-18,Free,A
1644,2024-02-13,Free,A
1645,2024-01-13,Free,A
1646,2024-02-25,Free,B
1647,2024-01-13,Free,A
1648,2024-01-23,Free,A
1649,2024-01-08,Free,A
1650,2024-02-12,Free,B
1651,2024-02-18,Free,A
1652,2024-01-24,Free,B
1653,2024-02-26,Free,B
1654,2024-02-18,Free,B
1655,2024-02-18,Free,A
1656,2024-02-21,Free,B
1657,2024-02-04,Free,A
1658,2024-01-26,Free,A
1659,2024-01-08,Free,B
1660,2024-01-01,Free,A
1661,2024-01-25,Free,A
1662,2024-02-09,Free,B
1663,2024-01-17,Free,A
1664,2024-02-09,Free,B
1665,2024-02-01,Free,B
1666,2024-02-14,Free,B
1667,2024-01-26,Free,B
1668,2024-02-06,Free,A
1669,2024-02-13,Free,A
1670,2024-02-16,Free,B
1671,2024-02-05,Free,B
1672,2024-01-13,Free,A
1673,2024-02-17,Free,A
1674,2024-01-01,Free,A
1675,2024-01-09,Free,B
1676,2024-01-20,Free,B
1677,2024-02-06,Free,A
1678,2024-02-14,Free,A
1679,2024-02-22,Free,B
1680,2024-02-10,Free,A
1681,2024-01-22,Free,B
1682,2024-02-05,Free,B
1683,2024-01-27,Free,A
1684,2024-02-13,Free,A
1685,2024-02-11,Free,A
1686,2024-01-19,Free,B
1687,2024-02-02,Free,B
1688,2024-01-29,Free,A
1689,2024-01-19,Free,B
1690,2024-01-10,Free,A
1691,2024-02-29,Free,B
1692,2024-02-09,Free,B
1693,2024-01-05,Free,A
1694,2024-01-15,Free,B
1695,2024-01-19,Free,B
1696,2024-01-26,Free,B
1697,2024-02-19,Free,B
1698,2024-02-03,Free,B
1699,2024-01-12,Free,A
1700,2024-01-16,Free,B
1701,2024-02-14,Free,A
1702,2024-01-26,Free,A
1703,2024-02-29,Free,B
1704,2024-01-02,Free,B
1705,2024-01-06,Free,A
1706,2024-01-10,Free,A
1707,2024-02-26,Free,B
1708,2024-01-16,Free,B
1709,2024-01-09,Free,A
1710,2024-01-11,Paid,A
1711,2024-01-23,Free,B
1712,2024-01-30,Free,B
1713,2024-01-09,Free,A
1714,2024-01-30,Free,B
1715,2024-02-10,Free,B
1716,2024-01-31,Free,A
1717,2024-01-29,Free,B
1718,2024-01-17,Free,A
1719,2024-01-01,Free,A
1720,2024-01-31,Free,A
1721,2024-02-01,Free,B
1722,2024-02-19,Free,B
1723,2024-02-08,Free,A
1724,2024-02-05,Free,B
1725,2024-02-26,Free,B
1726,2024-01-11,Free,B
1727,2024-01-15,Free,B
1728,2024-02-10,Free,A
1729,2024-02-21,Free,B
1730,2024-02-17,Free,B
1731,2024-02-24,Free,A
1732,2024-01-19,Free,A
1733,2024-02-09,Free,B
1734,2024-02-09,Free,B
1735,2024-01-02,Paid,A
1736,2024-02-04,Free,A
1737,2024-01-07,Free,B
1738,2024-02-15,Free,B
1739,2024-01-15,Free,A
1740,2024-02-01,Free,A
1741,2024-01-20,Free,B
1742,2024-01-30,Free,A
1743,2024-02-23,Free,A
1744,2024-02-19,Free,B
1745,2024-01-31,Free,A
1746,2024-02-23,Free,B
1747,2024-02-23,Free,A
1748,2024-02-19,Free,A
1749,2024-01-29,Free,A
1750,2024-01-03,Free,A
1751,2024-02-19,Free,A
1752,2024-01-14,Free,B
1753,2024-01-20,Free,B
1754,2024-02-16,Free,A
1755,2024-02-05,Free,A
1756,2024-02-10,Free,B
1757,2024-02-26,Free,A
1758,2024-01-14,Free,A
1759,2024-01-28,Paid,B
1760,2024-02-20,Free,B
1761,2024-01-26,Paid,A
1762,2024-01-03,Free,B
1763,2024-01-10,Free,B
1764,2024-01-16,Free,A
1765,2024-02-13,Free,B
1766,2024-02-18,Free,A
1767,2024-02-11,Free,A
1768,2024-02-20,Free,A
1769,2024-01-15,Free,B
1770,2024-02-20,Free,B
1771,2024-01-29,Paid,A
1772,2024-01-25,Free,B
1773,2024-01-17,Free,A
1774,2024-01-29,Free,B
1775,2024-02-01,Free,A
1776,2024-02-04,Free,B
1777,2024-01-30,Free,B
1778,2024-02-08,Free,A
1779,2024-01-10,Free,B
1780,2024-01-17,Free,B
1781,2024-02-19,Free,B
1782,2024-02-26,Free,A
1783,2024-01-24,Free,A
1784,2024-01-05,Free,B
1785,2024-02-13,Free,B
1786,2024-01-10,Free,B
1787,2024-02-11,Free,B
1788,2024-02-03,Paid,A
1789,2024-01-09,Free,A
1790,2024-01-13,Free,A
1791,2024-01-07,Free,A
1792,2024-02-23,Free,B
1793,2024-02-03,Paid,B
1794,2024-01-15,Paid,A
1795,2024-02-28,Free,A
1796,2024-02-29,Free,A
1797,2024-02-10,Free,A
1798,2024-02-17,Free,B
1799,2024-02-20,Free,A
1800,2024-01-18,Free,A
1801,2024-02-23,Free,B
1802,2024-01-14,Free,A
1803,2024-01-15,Free,B
1804,2024-02-03,Free,A
1805,2024-01-12,Free,B
1806,2024-02-19,Free,B
1807,2024-02-14,Free,B
1808,2024-01-11,Free,A
1809,2024-02-02,Free,B
1810,2024-02-04,Free,B
1811,2024-02-27,Free,B
1812,2024-01-21,Free,B
1813,2024-02-10,Free,B
1814,2024-01-21,Free,A
1815,2024-01-14,Free,B
1816,2024-02-29,Free,B
1817,2024-01-29,Free,B
1818,2024-01-01,Free,A
1819,2024-02-08,Free,A
1820,2024-02-26,Paid,B
1821,2024-01-15,Free,A
1822,2024-01-02,Free,B
1823,2024-02-02,Free,A
1824,2024-01-30,Free,B
1825,2024-01-17,Free,B
1826,2024-01-16,Free,A
1827,2024-01-20,Free,A
1828,2024-02-06,Free,A
1829,2024-02-16,Free,B
1830,2024-01-12,Free,B
1831,2024-02-14,Free,A
1832,2024-01-20,Free,A
1833,2024-02-06,Free,B
1834,2024-01-04,Free,B
1835,2024-02-22,Free,B
1836,2024-02-25,Free,A
1837,2024-01-15,Free,A
1838,2024-02-10,Free,B
1839,2024-02-03,Free,A
1840,2024-02-06,Free,A
1841,2024-02-14,Free,A
1842,2024-02-13,Free,B
1843,2024-02-18,Free,A
1844,2024-01-19,Free,B
1845,2024-01-22,Free,A
1846,2024-02-17,Free,A
1847,2024-01-17,Free,A
1848,2024-01-28,Free,A
1849,2024-01-31,Free,A
1850,2024-02-11,Free,A
1851,2024-02-17,Free,A
1852,2024-01-18,Free,B
1853,2024-02-29,Free,A
1854,2024-01-27,Free,B
1855,2024-01-13,Free,B
1856,2024-02-11,Free,A
1857,2024-01-11,Free,B
1858,2024-02-21,Free,B
1859,2024-01-29,Free,A
1860,2024-01-15,Free,A
1861,2024-01-10,Free,A
1862,2024-01-04,Free,A
1863,2024-02-29,Free,A
1864,2024-02-22,Paid,B
1865,2024-02-14,Free,A
1866,2024-01-31,Free,A
1867,2024-02-17,Free,A
1868,2024-02-03,Free,B
1869,2024-02-09,Free,A
1870,2024-02-12,Free,A
1871,2024-02-27,Free,A
1872,2024-01-04,Free,B
1873,2024-02-14,Free,B
1874,2024-02-11,Free,A
1875,2024-02-12,Free,B
1876,2024-02-28,Free,B
1877,2024-01-02,Free,B
1878,2024-02-11,Free,B
1879,2024-01-25,Free,A
1880,2024-02-01,Free,A
1881,2024-02-02,Free,B
1882,2024-02-15,Paid,A
1883,2024-02-29,Free,B
1884,2024-01-26,Paid,A
1885,2024-02-13,Free,B
1886,2024-01-20,Free,A
1887,2024-02-02,Free,B
1888,2024-02-10,Free,B
1889,2024-02-26,Free,A
1890,2024-01-18,Free,A
1891,2024-02-27,Free,B
1892,2024-01-06,Free,B
1893,2024-02-13,Free,A
1894,2024-02-06,Free,A
1895,2024-01-20,Free,B
1896,2024-01-09,Free,A
1897,2024-02-07,Free,A
1898,2024-01-20,Free,A
1899,2024-02-28,Free,A
1900,2024-02-06,Free,A
1901,2024-02-05,Free,A
1902,2024-02-23,Free,A
1903,2024-02-18,Free,B
1904,2024-01-27,Free,B
1905,2024-02-17,Free,B
1906,2024-01-13,Free,A
1907,2024-01-02,Free,B
1908,2024-02-09,Free,A
1909,2024-01-15,Free,A
1910,2024-02-14,Free,B
1911,2024-02-24,Free,B
1912,2024-01-24,Free,A
1913,2024-02-01,Free,B
1914,2024-01-13,Paid,A
1915,2024-02-18,Free,A
1916,2024-01-27,Free,A
1917,2024-01-13,Free,A
1918,2024-02-29,Free,B
1919,2024-02-01,Free,B
1920,2024-02-26,Free,A
1921,2024-02-19,Free,A
1922,2024-02-22,Free,B
1923,2024-01-26,Free,A
1924,2024-01-29,Free,B
1925,2024-01-03,Free,A
1926,2024-01-26,Free,A
1927,2024-02-03,Free,A
1928,2024-01-29,Free,B
1929,2024-02-19,Free,B
1930,2024-01-28,Free,B
1931,2024-01-04,Free,A
1932,2024-02-11,Free,B
1933,2024-02-02,Free,A
1934,2024-02-07,Free,A
1935,2024-01-21,Paid,B
1936,2024-01-30,Free,A
1937,2024-01-06,Free,B
1938,2024-02-11,Free,A
1939,2024-01-08,Free,A
1940,2024-01-29,Free,B
1941,2024-02-15,Free,B
1942,2024-02-02,Free,A
1943,2024-01-25,Free,A
1944,2024-02-28,Free,B
1945,2024-02-12,Free,A
1946,2024-01-10,Free,A
1947,2024-01-04,Free,B
1948,2024-02-16,Free,B
1949,2024-01-12,Free,A
1950,2024-01-13,Free,A
1951,2024-01-17,Free,A
1952,2024-02-24,Free,B
1953,2024-01-01,Free,B
1954,2024-02-07,Free,B
1955,2024-01-29,Free,A
1956,2024-01-01,Free,A
1957,2024-01-18,Paid,A
1958,2024-01-10,Free,A
1959,2024-01-03,Free,A
1960,2024-02-12,Free,B
1961,2024-01-06,Free,A
1962,2024-01-12,Free,A
1963,2024-02-09,Free,A
1964,2024-02-17,Free,B
1965,2024-01-06,Free,B
1966,2024-02-27,Free,B
1967,2024-02-18,Free,B
1968,2024-01-05,Free,B
1969,2024-01-08,Free,B
1970,2024-01-27,Free,A
1971,2024-02-09,Free,A
1972,2024-02-16,Free,A
1973,2024-02-14,Free,B
1974,2024-02-24,Free,B
1975,2024-02-06,Free,B
1976,2024-02-09,Free,B
1977,2024-02-10,Free,B
1978,2024-01-12,Free,A
1979,2024-01-13,Free,A
1980,2024-01-30,Free,A
1981,2024-01-14,Free,B
1982,2024-01-22,Free,B
1983,2024-02-10,Paid,A
1984,2024-01-13,Free,B
1985,2024-01-05,Free,B
1986,2024-02-05,Free,B
1987,2024-01-08,Free,B
1988,2024-02-16,Free,A
1989,2024-01-13,Free,B
1990,2024-02-29,Free,B
1991,2024-02-21,Free,A
1992,2024-01-31,Free,A
1993,2024-02-27,Free,B
1994,2024-02-22,Free,B
1995,2024-01-04,Free,B
1996,2024-02-13,Free,B
1997,2024-01-02,Free,A
1998,2024-01-22,Free,B
1999,2024-01-10,Free,B
2000,2024-01-22,Free,B
